证券代码,证券简称,营收区域结构
300684.SZ,中石科技,内销:50.33%;海外:49.67%
300685.SZ,艾德生物,国内:88.67%;国外:11.33%
300686.SZ,智动力,国内:71.99%;国外:27.93%;转厂出口:0.08%
300687.SZ,赛意信息,国内:100%
300688.SZ,创业黑马,国内:100%
300689.SZ,澄天伟业,境外:53%;境内:42.66%;其他业务(地区):4.34%
300690.SZ,双一科技,内销:65.51%;出口:34.49%
300691.SZ,联合光电,华东:76.44%;其他(地区):12.75%;华南:10.8%
300692.SZ,中环环保,安徽地区:68.21%;山东地区:28.62%;河南地区:3.16%
300693.SZ,盛弘股份,华东:34.14%;华南:22.83%;国外:18.64%;华中:8.98%;华北:5.92%;东北:2.82%;西北:2.68%;西南:2.49%;其他业务(地区):1.39%;其他:0.11%
300694.SZ,蠡湖股份,国外:65.34%;国内:34.66%
300695.SZ,兆丰股份,国外:64.33%;国内:33.44%;其他业务(地区):2.23%
300696.SZ,爱乐达,四川区域:97.2%;四川以外区域:2.8%
300697.SZ,电工合金,内销:97.08%;外销:2.92%
300698.SZ,万马科技,华东地区:44.85%;华中地区:20.34%;西北地区:13.9%;华南地区:8.24%;华北地区:6.35%;东北地区:3.5%;西南地区:1.77%;其他地区:1.05%
300699.SZ,光威复材,国内:59.12%;国外:39.92%;其他业务(地区):0.95%
300700.SZ,岱勒新材,境内:98.44%;境外:1.07%;其他业务(地区):0.49%
300701.SZ,森霸传感,中国大陆:93.3%;外销:6.7%
300702.SZ,天宇股份,境外:62.44%;境内:37.56%
300703.SZ,创源股份,北美洲:78.26%;欧洲:7.76%;亚洲:4.97%;内销:4.17%;大洋洲:3.21%;其他业务(地区):0.96%;非洲:0.52%;南美洲:0.14%
300705.SZ,九典制药,华东地区:34.62%;华南地区:17.71%;华中地区:16.13%;华北地区:11.07%;西南地区:7.8%;东北地区:5.7%;西北地区:3.88%;国外:2.74%;其他业务(地区):0.35%
300706.SZ,阿石创,内销:92.4%;外销:7.6%
300707.SZ,威唐工业,国外:70.47%;国内:29.53%
300708.SZ,聚灿光电,内销:62.73%;其他业务(地区):32.39%;外销:4.88%
300709.SZ,精研科技,海外:51.33%;华南:38.5%;国内其他:4.94%;华东:4.7%;其他业务(地区):0.53%
300710.SZ,万隆光电,境内:64.8%;国外:33.05%;其他业务(地区):2.15%
300711.SZ,广哈通信,国内:98.77%;出口:1.23%
300712.SZ,永福股份,国外:41.75%;福建省内:29.65%;福建省外:28.6%
300713.SZ,英可瑞,华南片区:34.04%;华东片区:28.95%;北方片区:24.72%;西部片区:9.95%;境外:2.34%
300715.SZ,凯伦股份,国内:97.38%;境外:2.62%
300716.SZ,国立科技,国内:85.53%;国外:14.47%
300717.SZ,华信新材,国内:86.84%;境外:13.16%
300718.SZ,长盛轴承,国内地区:50.75%;国外地区:47.5%;其他业务(地区):1.76%
300719.SZ,安达维尔,华北地区:27.28%;华中地区:19.51%;西北地区:15.36%;东北地区:11.88%;华南地区:10.97%;西南地区:7.46%;华东地区:7.36%;境外:0.18%
300720.SZ,海川智能,内销:51.55%;外销:48.45%
300721.SZ,怡达股份,国内:93.26%;外销:6.74%
300722.SZ,新余国科,国内:100%
300723.SZ,一品红,华南地区:48.94%;华东地区:25.46%;华北地区:9.28%;华中地区:7.06%;西南地区:5.53%;西北地区:1.98%;东北地区:1.75%
300724.SZ,捷佳伟创,国内销售:90.27%;国际销售:9.73%
300725.SZ,药石科技,国外销售:72.82%;国内销售:27.18%
300726.SZ,宏达电子,境内:99.84%;境外:0.16%
300727.SZ,润禾材料,内销:86.31%;外销:13.36%;其他业务(地区):0.33%
300729.SZ,乐歌股份,境外地区:84.11%;境内市场:15.89%
300730.SZ,科创信息,华中地区:84.54%;华北地区:5.52%;华南地区:4.26%;其它地区:3.04%;华东地区:2.64%
300731.SZ,科创新源,华南地区:57.65%;华东地区:25%;境外:9.63%;华中地区:4.19%;华北地区:1.2%;西北地区:1.08%;西南地区:0.92%;东北地区:0.34%
300732.SZ,设研院,华中:71.88%;华南:8.72%;西南:8.63%;华北:4.27%;华东:2.85%;西北:2.71%;海外:0.95%
300733.SZ,西菱动力,国内:99.26%;国外:0.74%
300735.SZ,光弘科技,华南地区:80.12%;境外:7.16%;西南:7.03%;华东地区:3.58%;华中:1.78%;华北地区:0.32%
300736.SZ,百邦科技,中国:100%
300737.SZ,科顺股份,中国境内:99.25%;港澳台及境外:0.75%
300738.SZ,奥飞数据,北京:45.12%;港澳台及海外:26.4%;广东:24.28%;其他(地区):3.38%;广西:0.81%
300739.SZ,明阳电路,出口销售:90.13%;其他业务(地区):5.02%;国内销售:4.85%
300740.SZ,御家汇,境内:77.46%;境外:22.54%
300741.SZ,华宝股份,境内:99.55%;境外:0.45%
300742.SZ,越博动力,中国大陆:95.58%;其他业务(地区):4.42%
300743.SZ,天地数码,境外:62.55%;境内:37.45%
300745.SZ,欣锐科技,华东地区:58.76%;华南地区:14.81%;华北地区:13.79%;中西地区:11.2%;国际:1.23%;东北地区:0.2%
300746.SZ,汉嘉设计,浙江省内:79.23%;浙江省外:20.77%
300747.SZ,锐科激光,境内:95.82%;境外:4.18%
300748.SZ,金力永磁,国内销售:83.42%;出口销售:16.58%
300749.SZ,顶固集创,华东地区:31.39%;华南地区:24.03%;华北地区:14.46%;西南地区:13.77%;华中地区:9.5%;西北地区:4.05%;东北地区:1.94%;其他业务(地区):0.87%
300750.SZ,宁德时代,境内地区:91.28%;其他业务(地区):5%;境外地区:3.72%
300751.SZ,迈为股份,境内:87.84%;国外:12.16%
300752.SZ,隆利科技,内销:98.66%;国外:1.04%;其他业务(地区):0.3%
300753.SZ,爱朋医疗,境内:99.36%;境外:0.64%
300755.SZ,华致酒行,华东:39.35%;华中地区:17.81%;华北:13.81%;西南:9.7%;华南地区:7.73%;电商:4.64%;东北:4.02%;西北:2.88%;港澳台及海外:0.05%
300756.SZ,中山金马,境内:91.23%;外销:8.77%
300757.SZ,罗博特科,境内:87.95%;外销:10.69%;其他业务(地区):1.36%
300758.SZ,七彩化学,内销:87.4%;外销:12.6%
300759.SZ,康龙化成,港澳台地区及海外地区:86.75%;中国大陆:12.73%;其他业务(地区):0.53%
300760.SZ,迈瑞医疗,中国:57.59%;北美:9.9%;其他境外地区:9.19%;亚太:8.76%;欧洲:8.22%;拉美:6.35%
300761.SZ,立华股份,华东:75.3%;华南:11.32%;华中:8.54%;西南地区:4.79%;其他业务(地区):0.04%
300762.SZ,上海瀚讯,境内:100%
300763.SZ,锦浪科技,外销:62.56%;内销:37.44%
300765.SZ,新诺威,境内:50.22%;港澳台地区及海外地区:49.78%
300766.SZ,每日互动,国内:99.76%;国外:0.24%
300767.SZ,震安科技,云南:60.45%;四川:11.75%;新疆:11.24%;其他业务(地区):4.66%
300768.SZ,迪普科技,华东地区:36.9%;华南地区:19.3%;华北地区:17.66%;西南地区:8.62%;东北地区:7.52%;华中地区:6.48%;西北地区:3.52%
300769.SZ,德方纳米,西北:38.59%;华东:34.21%;华中:18.28%;华南:7.99%;其他地区:0.9%;其他业务(地区):0.03%
300770.SZ,新媒股份,广东省:87.6%;广东省外:12.4%
300771.SZ,智莱科技,国外销售:51.74%;华南地区:27.8%;华东地区:9.77%;华北地区:8%;其他业务(地区):1.73%;华中地区:0.46%;西南地区:0.22%;东北地区:0.18%;西北地区:0.1%
300772.SZ,运达股份,中国大陆:100%
300773.SZ,拉卡拉,国内:97.73%;其他业务(地区):2.27%
300775.SZ,三角防务,国内:100%
300776.SZ,帝尔激光,中国大陆:88.72%;国外:11.21%;其他业务(地区):0.06%
300777.SZ,中简科技,北京地区:98.85%;其他地区:1.15%
300778.SZ,新城市,华南地区:87.3%;西南地区:4.97%;华东地区:4.65%;华中地区:1.54%;其他地区:1.53%
300779.SZ,惠城环保,山东:78.16%;其他-境内:19.36%;境外:2.48%
300780.SZ,德恩精工,国外:50.1%;国内:49.9%
300781.SZ,因赛集团,境内:99.5%;境外:0.5%
300782.SZ,卓胜微,港澳台及海外:71.7%;境内:28.3%
300783.SZ,三只松鼠,中国:100%
300785.SZ,值得买,境内:98.11%;境外:1.89%
300786.SZ,国林科技,中国大陆:97.43%;国外地区:2.57%
300787.SZ,海能实业,港澳台及海外:92.73%;国内:7.27%
300788.SZ,中信出版,境内:99.91%;境外:0.09%
300789.SZ,唐源电气,华北:37.21%;华东:22.85%;西北:16.9%;华中:11.95%;西南:6.26%;东北:2.57%;华南:2.27%
300790.SZ,宇瞳光学,中国大陆:90.5%;境外:6.73%;其他业务(地区):2.77%
300791.SZ,仙乐健康,中国:60.86%;港澳台及海外:37.92%;其他区域:1.22%
300792.SZ,壹网壹创,境内:95.5%;境外:4.5%
300793.SZ,佳禾智能,境外:79.55%;境内:20.45%
300795.SZ,米奥会展,境内:99.96%;境外:0.04%
300796.SZ,贝斯美,中国地区:56.97%;国外地区:43.03%
300797.SZ,钢研纳克,华东地区:36.1%;华北地区:30.45%;华南地区:8.54%;西南地区:6.91%;华中地区:6.1%;东北地区:5.19%;西北地区:4.02%;境外:2.68%
300798.SZ,锦鸡股份,浙江:34.73%;江苏:16.34%;广东:15.46%;山东:13.8%;上海:9.24%;福建:3.4%;外销:3.1%;国内其他地区:1.66%;新疆:1.01%;江西:0.78%;河北:0.47%
300799.SZ,左江科技,华北地区:99.88%;其他地区:0.12%
300800.SZ,力合科技,华中:26.7%;西南:23.07%;华北:20.49%;华南:15.49%;华东:10.16%;东北:3.2%;西北:0.9%
300801.SZ,泰和科技,外销:54.29%;内销:45.71%
300802.SZ,矩子科技,内销:57.52%;境外:31.56%;保税区/转口:10.92%
300803.SZ,指南针,国内:100%
300805.SZ,电声股份,华东地区:28.73%;华南地区:26.31%;华北地区:16.93%;东北地区:13.66%;华中地区:9.42%;西南地区:4.4%;西北地区:0.55%
300806.SZ,斯迪克,中国大陆地区:77.05%;港澳台及海外:18.08%;其他业务(地区):4.87%
300807.SZ,天迈科技,华中:58.88%;华东:12.07%;华南:11.38%;华北:9.12%;东北:4.8%;西南:1.78%;西北:1.73%;国外:0.24%
300808.SZ,久量股份,内销:54.71%;外销:45.29%
300809.SZ,华辰装备,内销:94.55%;外销:4.9%;其他业务(地区):0.55%
300810.SZ,中科海讯,华北:43.68%;东北:35%;华东:17.62%;华中:3.7%
300811.SZ,铂科新材,内销:96.58%;外销:3.42%
300812.SZ,易天股份,华东:42.73%;西南:17.22%;华北:15.79%;华南:12.82%;华中:6.58%;其他业务(地区):2.57%;出口:2.27%
300813.SZ,泰林生物,中国大陆:94.12%;国外:5.88%
300815.SZ,玉禾田,华南:34.97%;华东:33.68%;东北:13.7%;西北:7.55%;华北:5.36%;西南:3.25%;华中:1.37%;其他业务(地区):0.11%
300816.SZ,艾可蓝,内销:99.91%;外销:0.09%
300817.SZ,双飞股份,国内地区:77.56%;境外:22.44%
300818.SZ,耐普矿机,国内:52.09%;国外:47.91%
300819.SZ,聚杰微纤,外销:66.95%;内销:31.82%;其他业务(地区):1.23%
300820.SZ,英杰电气,国内:99.98%;国外:0.02%
300821.SZ,东岳硅材,华东地区:45.27%;华南地区:28.13%;外销:11.17%;华中地区:5.42%;华北地区:4.3%;西南地区:3.6%;东北地区:1.51%;其他业务(地区):0.58%;西北地区:0.03%
300822.SZ,贝仕达克,出口:93.81%;国内销售:5.25%;其他业务(地区):0.94%
300823.SZ,建科机械,境内:85.4%;境外:13.47%;其他业务(地区):1.12%
300824.SZ,北鼎股份,亚洲:60.65%;欧洲:17.6%;北美洲:16.36%;大洋洲:4.11%;其他业务(地区):1.18%;南美洲:0.1%
300825.SZ,阿尔特,华南地区:36.46%;华东地区:21.71%;华中地区:18.92%;东北地区:15.68%;西北地区:3.02%;华北地区:2.95%;西南地区:0.7%;海外地区:0.51%;其他业务(地区):0.04%
300826.SZ,测绘股份,南京区域:71.51%;非南京区域:8.76%;上海:4.63%;其他业务(地区):3.72%;福建:2.9%;湖北:2.25%;浙江:1.59%;广西:1.55%;安徽:1.12%;广东:0.66%;河南:0.36%;内蒙古:0.3%;四川:0.23%;北京:0.15%;江西:0.13%;吉林:0.09%;云南:0.05%
300827.SZ,上能电气,国外:29.25%;华北:23.93%;西北:13.89%;西南:12.58%;华东:7.94%;华南:6.47%;华中:4.36%;东北:1.56%;其他业务(地区):0.02%
300828.SZ,锐新科技,华东地区:33.2%;华北地区:30.86%;国外:23.1%;华南地区:4.56%;其他业务(地区):4.27%;东北地区:2.89%;其他国内地区:1.12%
300829.SZ,金丹科技,国内:71.01%;国外:28.69%;其他业务(地区):0.31%
300830.SZ,金现代,华北:39.05%;华东:39.04%;西南:6.86%;西北:5.89%;华中:5.87%;东北:1.58%;华南:1.53%;其他业务(地区):0.17%
300831.SZ,派瑞股份,华中:46.55%;华东:18.41%;西北:17.01%;华北:7.82%;西南:5.95%;华南:3.65%;境外:0.5%;其他业务(地区):0.1%
300832.SZ,新产业,华东:26.06%;华南:12.07%;华中:11.95%;西南:11.49%;亚洲:9.65%;华北:7.24%;西北:7.08%;南美洲:4.29%;东北:3.64%;欧洲:3.41%;非洲:2.73%;北美洲:0.26%;其他业务(地区):0.09%;大洋洲:0.04%
300833.SZ,浩洋股份,美洲:45.42%;欧洲:31.4%;亚洲:6.02%;华东地区:5.43%;华南地区:4.56%;华北地区:3.53%;大洋洲:1.56%;其他业务(地区):1.11%;西南地区:0.35%;东北地区:0.22%;华中地区:0.16%;非洲:0.14%;西北地区:0.09%
300835.SZ,龙磁科技,华东地区:36.92%;欧美地区:27.72%;其他地区:18.88%;亚太地区:15.09%;其他业务(地区):1.39%
300836.SZ,佰奥智能,华东地区:81%;其他地区:13.38%;国外销售:3.68%;西南地区:1.88%;其他业务(地区):0.05%
300837.SZ,浙矿股份,华东地区:46.37%;华中地区:17.57%;其他地区:14.2%;华北地区:12.87%;外销收入:5.43%;西南地区:3.56%;其他业务(地区):0.28%
300838.SZ,浙江力诺,内销:92.13%;外销:7.73%;其他业务(地区):0.14%
300839.SZ,博汇股份,华东地区:82.52%;华南地区:8.54%;东北地区:5.28%;其他业务(地区):3.31%;华中地区:0.32%;西南地区:0.03%
300840.SZ,酷特智能,国内:59.74%;北美:25.45%;欧洲:6.31%;其他业务(地区):4.73%;澳洲:2.43%;其他国外地区:1.34%
300841.SZ,康华生物,华东:43.56%;华北:17.41%;华中:16.97%;华南:8.4%;西北:5.13%;西南:4.16%;东北:4.13%;港澳台及海外:0.23%;其他业务(地区):0.02%
300842.SZ,帝科股份,内销:98.21%;中国香港:1.26%;泰国:0.51%;其他业务(地区):0.01%;越南:0.01%
300843.SZ,胜蓝股份,NaN
300845.SZ,捷安高科,华东地区:31.94%;华北地区:17.57%;华中地区:16.08%;西北地区:13.53%;西南地区:7.59%;华南地区:6.98%;东北地区:5.41%;其他业务(地区):0.56%;菲律宾:0.33%
300846.SZ,首都在线,北京:33.24%;其他地区:26.24%;港澳台及海外:19.78%;广东:14.38%;其他收入:6.36%;其他业务(地区):0.01%
300847.SZ,中船汉光,国内:81.17%;美国:3.4%;印度:3.11%;俄罗斯:2.72%;巴西:2.11%;英国:1.53%;越南:0.74%;德国:0.68%;乌兹别克斯坦:0.54%;巴基斯坦:0.44%;阿联酋:0.37%;新加坡:0.36%;其他业务(地区):0.33%;乌克兰:0.33%;韩国:0.3%;波兰:0.27%;香港:0.26%;伊朗:0.18%;孟加拉:0.13%;国外-其他:0.12%;埃及:0.11%;南非:0.11%;日本:0.11%;墨西哥:0.1%;土耳其:0.09%;印度尼西亚:0.09%;菲律宾:0.06%;刚果:0.05%;哥伦比亚:0.05%;哈萨克斯坦:0.05%;亚美尼亚:0.05%;阿塞拜疆:0.02%;台湾:0.01%
300848.SZ,美瑞新材,华南:54.57%;华东:33.12%;境外:9.53%;其他地区:2.2%;其他业务(地区):0.58%
300849.SZ,锦盛新材,港澳台地区及海外地区:59.95%;华东:20.06%;华南:11.42%;华北:4.15%;东北:2.56%;西南:1.24%;其他业务(地区):0.56%;其他内销:0.07%
300850.SZ,新强联,华中:42.23%;华南:22.78%;华北:14.38%;西北:9.95%;华东:5.33%;其他业务(地区):2.3%;东北:1.81%;外销:1.13%;西南:0.1%
300851.SZ,交大思诺,华北:44.86%;华东:19.39%;华中:17.97%;华南:5.88%;西北:5.43%;东北:4.15%;其他业务(地区):1.57%;西南:0.75%
300852.SZ,四会富仕,中国香港:41.05%;华南:20.38%;华东:14.93%;日本:7.42%;新加坡:5.13%;其他业务(地区):2.08%;华北:1.78%;德国:1.55%;以色列:1.52%;意大利:1.06%;其他内销:0.78%;其他外销:0.78%;马来西亚:0.75%;中国台湾:0.65%;美国:0.14%
300853.SZ,申昊科技,华东:49.89%;华北:29.14%;华中:16.42%;西南地区:2.63%;其他业务(地区):1.91%
300855.SZ,图南股份,国内:78.99%;国外:17.28%;其他业务(地区):3.73%
300856.SZ,科思股份,欧洲:35.61%;亚洲(不含中国大陆):22.51%;美国:21.86%;境内:9.77%;其他境外:9.26%;其他业务(地区):1%
300857.SZ,协创数据,华东地区:41.5%;境外:26.52%;华北地区:16.55%;华南地区:11.13%;西南地区:3.55%;其他业务(地区):0.76%
300858.SZ,科拓生物,华北地区:34.21%;华东地区:26.95%;西北地区:13.52%;华中地区:13.24%;东北地区:5.53%;西南地区:5.06%;华南地区:1%;未分配:0.49%
300859.SZ,西域旅游,NaN
300860.SZ,锋尚文化,华北地区:64.86%;华中地区:15.19%;华南地区:13.08%;西北地区:4.85%;华东地区:1.15%;其他业务(地区):0.48%;西南地区:0.41%
300861.SZ,美畅股份,境内:97.81%;境外:1.79%;其他业务(地区):0.4%
300862.SZ,蓝盾光电,华东:48.62%;华北:15.34%;华中:10.17%;西南:9.4%;华南:7.34%;西北:5.66%;东北:3.44%;其他业务(地区):0.03%
300863.SZ,卡倍亿,华东地区:59.64%;华中地区:14.39%;东北地区:12.43%;其他地区:4.8%;外销:3.6%;其他业务(地区):2.82%;西南地区:2.32%
300864.SZ,南大环境,江苏省内:75.78%;江苏省外:24.2%;其他业务(地区):0.02%
300865.SZ,大宏立,西南地区:36.77%;西北地区:18.87%;华中地区:16.03%;华北地区:13.3%;华东地区:6.39%;其他境内地区:3.39%;东南亚:3.35%;其他业务(地区):1.02%;南亚:0.74%;其他境外地区:0.14%
300866.SZ,安克创新,港澳台地区及海外地区:98.35%;国内销售:1.53%;其他业务(地区):0.12%
300867.SZ,圣元环保,福建地区:66.84%;山东地区:17.89%;江苏地区:9.93%;其他业务(地区):5.34%
300868.SZ,杰美特,中国大陆:47.39%;外销:46.25%;其他业务(地区):6.36%
300869.SZ,康泰医学,境外销售:71.94%;国内:26.85%;其他业务(地区):1.21%
300870.SZ,欧陆通,境外销售:53.21%;华东:26.76%;华南:16.66%;境内其他地区:2.97%;其他业务(地区):0.4%
300871.SZ,回盛生物,华东:33.97%;华中:20.83%;华南:14.73%;华北:7.95%;西南:7.42%;东北:5.61%;其他业务(地区):5.06%;西北:3.51%;出口:0.92%
300872.SZ,天阳科技,华北:38.38%;华东:34.09%;华南:9.56%;西南:5.96%;西北:4.39%;华中:3.81%;东北:3.79%;港澳台及海外:0.03%
300873.SZ,海晨股份,港澳台地区及海外地区:37.63%;江苏:13.42%;四川:11.55%;湖北:6.65%;安徽:6.55%;广东:5.84%;其他:5.25%;天津:4.67%;上海:4.39%;其他业务(地区):4.05%
300875.SZ,捷强装备,NaN
300876.SZ,蒙泰高新,华东地区:50.99%;华南地区:29.41%;境外:18.67%;东北地区:0.68%;华北地区:0.14%;西南地区:0.12%
300877.SZ,金春股份,华东地区:62.81%;港澳台及海外:11.85%;华南地区:9.17%;华北地区:7.61%;华中地区:3.62%;西南地区:2.66%;其他业务(地区):1.68%;东北地区:0.38%;西北地区:0.22%
300878.SZ,维康药业,华中:21.78%;华东:19.73%;其他业务(地区):18.41%;华北:15.21%;西南:7.46%;华南:6.45%;西北:6.39%;东北:4.57%
300879.SZ,大叶股份,美国:15.29%;德国:14.84%;法国:10.87%;昆山保税区:7.2%;其他:5.9%;波兰:5.23%;捷克:4.52%;比利时:4.19%;境内:4.13%;丹麦:3.88%;澳大利亚:3.75%;俄罗斯:3.68%;英国:3.3%;意大利:3.18%;加拿大:2.73%;荷兰:2.58%;瑞典:2.41%;西班牙:2.23%;其他业务(地区):0.1%
300880.SZ,迦南智能,华东地区:37.27%;西南地区:26.8%;西北地区:14.09%;华中地区:7.79%;东北地区:7.51%;华北地区:6.26%;其他业务(地区):0.27%;华南地区:0.03%
300881.SZ,盛德鑫泰,西南:44.99%;华东:26.14%;东北:13.44%;华北:6.4%;境外:4.49%;其他业务(地区):1.98%;华中:1.49%;华南:0.93%;西北:0.13%
300882.SZ,万胜智能,西南地区:38.21%;华东地区:32.86%;华北地区:16.67%;华南地区:3.63%;西北地区:3.33%;东北地区:3.04%;华中地区:1.35%;国外地区:0.77%;其他业务(地区):0.14%
300883.SZ,龙利得,华东地区:87.12%;其他地区:6.76%;境外:3.6%;其他业务(地区):2.52%
300884.SZ,狄耐克,华东地区:35.84%;华南地区:22.98%;西南地区:9.75%;其他业务(地区):7.21%;华北地区:6.13%;华中地区:5.8%;东北地区:3.59%;欧洲:3.47%;亚洲地区(除中国大陆):2.33%;其他地区:1.52%;西北地区:1.38%
300885.SZ,海昌新材,境内关外:46.8%;华东:22.62%;墨西哥:10.15%;华南:5.42%;匈牙利:3.76%;巴西:3.12%;西南:1.33%;中国台湾:1.3%;美国:1.06%;德国:0.82%;斯洛文尼亚:0.64%;越南:0.47%;捷克:0.46%;英国:0.41%;泰国:0.38%;印度:0.35%;罗马尼亚:0.25%;马来西亚:0.22%;俄罗斯:0.2%;华中:0.2%;其他业务(地区):0.02%;意大利:0.01%
300886.SZ,华业香料,新加坡:20.13%;华东地区:18.37%;美国:15.8%;欧盟:14.02%;境外其他:10.09%;瑞士:6.79%;华南地区:5.59%;印度:5.07%;西南地区:2.83%;其他业务(地区):1.14%;境内其他:0.17%
300887.SZ,谱尼测试,华东地区:45.23%;北方区:42.06%;华南地区:12.67%;境外地区:0.04%
300888.SZ,稳健医疗,境内:79.72%;欧洲:9.35%;亚洲:4.94%;其他地区:1.44%;其他业务(地区):1.36%;北美:1.18%;南美:0.23%
